WC-1 - 1
start:374.66312
Time,206Pb,207Pb,208Pb,232Th,238U
0.0,33.33337778,0.0,0.0,0.0,0.0
0.13312000000001944,33.33337778,0.0,0.0,0.0,0.0
0.26629000000002634,0.0,0.0,0.0,0.0,0.0
0.39940999999998894,200.0016,0.0,0.0,0.0,0.0
0.5325300000000084,0.0,0.0,0.0,0.0,0.0
0.665740000000028,33.33337778,15.87302595,0.0,0.0,52.63168975
0.7989100000000349,0.0,301.5909398,0.0,0.0,52.63168975
0.9320400000000291,33.33337778,0.0,0.0,0.0,0.0
1.0652200000000107,0.0,0.0,0.0,0.0,0.0
1.1982899999999859,66.66684444,0.0,0.0,0.0,0.0
1.3313800000000242,0.0,0.0,0.0,0.0,0.0
1.4646099999999933,0.0,317.4643488,0.0,0.0,0.0
1.59769,0.0,47.61913832,375.0056251,0.0,10530.74979
1.730860000000007,1933.482856,2444.68348,5501.210266,0.0,132009.1851
1.864059999999995,10871.3921,6080.843786,11630.40814,0.0,344471.3837
1.9972999999999956,19415.06609,7637.253028,16010.24656,125.000625,546479.5338
2.130420000000015,27697.31837,7287.83817,17261.91072,125.000625,718493.4919
2.263649999999984,27964.57909,6430.224915,11630.40814,375.0056251,794805.8493
2.3967099999999846,29534.85112,5731.47242,9753.803984,375.0056251,836785.4905
2.529830000000004,29468.02702,4349.963105,9253.423767,125.000625,874616.5109
2.6628900000000044,28666.16565,5080.397287,9753.803984,125.000625,883583.8138
2.79594000000003,28799.80564,4619.901201,6876.891145,125.000625,895775.772
2.9289699999999925,27964.57909,4111.787272,4750.902672,375.0056251,892162.1427
3.0621100000000183,27062.59702,4381.720225,5876.38095,375.0056251,912784.6588
3.1951799999999935,28666.16565,3857.738051,6251.562891,250.0025,908035.7455
3.3281900000000064,28532.52708,3873.615976,8878.151744,0.0,897752.4022
3.461330000000032,28298.66302,4238.813818,5001.0002,0.0,863571.0241
3.5944999999999823,29501.43903,4016.518209,5126.05084,250.0025,902271.5474
3.727649999999983,28465.70833,3841.860146,8502.890983,250.0025,901932.5568
3.8608500000000276,29701.91294,3460.796478,5001.0002,500.0100002,901254.6022
3.993949999999984,29267.55686,4111.787272,7252.10311,250.0025,916630.2924
4.12718000000001,29033.67907,3873.615976,6626.75609,375.0056251,923249.7168
4.260300000000029,29902.39006,4667.53794,6001.440346,125.000625,937518.4293
4.393370000000004,29133.91187,3698.95991,5876.38095,250.0025,926362.5805
4.526580000000024,28766.39551,4016.518209,6626.75609,125.000625,914481.1212
4.659600000000012,27597.09707,3698.95991,5376.155874,250.0025,933609.9585
4.7926800000000185,27730.72564,3937.127878,6751.822992,250.0025,944091.8475
4.92577,29969.21648,3905.371887,8377.806565,250.0025,945112.1594
5.058899999999994,33478.10472,4111.787272,5626.26591,125.000625,917252.4875
5.19204000000002,28265.25423,4159.422075,7001.960549,375.0056251,925287.143
5.32510000000002,27797.54047,4254.692227,5751.322804,125.000625,908601.001
5.458680000000015,28732.98547,4238.813818,6626.75609,250.0025,941428.0783
5.5918100000000095,28766.39551,4302.327575,4500.810146,125.000625,984398.4201
5.724899999999991,30069.45677,4143.543787,6876.891145,125.000625,984227.8472
5.857959999999991,32208.10777,4000.640102,6626.75609,625.0156254,974565.7053
5.99105000000003,30771.16135,3778.348728,5751.322804,0.0,962015.6581
6.124090000000024,28365.48088,4508.749514,5876.38095,125.000625,947833.3832
6.257209999999986,31238.98625,4000.640102,7127.031204,0.0,974622.5204
6.390210000000025,29033.67907,3953.005904,6501.69044,500.0100002,988037.843
6.523320000000012,30704.33065,4445.234708,6251.562891,125.000625,993783.3815
6.656389999999988,29835.56399,3810.104397,4500.810146,0.0,976213.4446
6.789510000000007,27697.31837,4016.518209,5376.155874,0.0,975815.6953
6.922590000000014,30002.62982,4048.274483,6251.562891,125.000625,984284.7046
7.0556700000000205,29902.39006,3794.226552,8127.641483,375.0056251,993157.5065
7.1888099999999895,29802.15109,4159.422075,6501.69044,375.0056251,995547.3732
7.3218800000000215,30637.5003,4461.11338,7001.960549,375.0056251,994466.1886
7.454970000000003,28365.48088,3873.615976,5876.38095,125.000625,991450.7279
7.5880599999999845,30503.84068,3698.95991,6876.891145,125.000625,966841.1638
7.721119999999985,29200.73419,3873.615976,7752.403245,250.0025,982124.2985
7.854280000000017,28365.48088,3921.249872,5126.05084,250.0025,966159.8072
7.987300000000005,28365.48088,3492.551341,6376.62604,0.0,956340.8882
8.12035000000003,31005.07162,3762.470924,6376.62604,250.0025,936498.7146
8.25351999999998,28499.11766,4238.813818,6751.822992,125.000625,937688.3895
8.386740000000032,29902.39006,4270.570656,7001.960549,125.000625,948060.1776
8.519960000000026,28699.57551,4000.640102,6626.75609,750.0225007,949364.3225
8.653079999999989,30470.426,3905.371887,6001.440346,500.0100002,948570.4796
8.786270000000002,28499.11766,3714.837633,6376.62604,750.0225007,954355.3047
8.920180000000016,28365.48088,3857.738051,6126.500993,125.000625,915725.3348
9.053290000000004,27830.94801,4159.422075,8627.976652,250.0025,923476.0816
9.186399999999992,28532.52708,3873.615976,7001.960549,250.0025,935195.8626
9.319540000000018,28165.02838,4286.449106,6126.500993,0.0,936668.6615
9.45283999999998,27964.57909,3953.005904,5501.210266,125.000625,934799.3684
9.585989999999981,28766.39551,4318.206065,5501.210266,250.0025,929249.7221
9.719139999999982,28966.85764,4334.084575,6251.562891,375.0056251,914254.9133
9.852260000000001,27864.35565,3937.127878,6501.69044,125.000625,903232.069
9.985320000000002,29334.37989,3968.88395,7502.250675,250.0025,895380.4822
