NIST 614 - 2
start:1167.58553
Time,206Pb,207Pb,208Pb,232Th,238U
0.0,0.0,15.87302595,0.0,0.0,0.0
0.13307999999983622,0.0,0.0,0.0,0.0,0.0
0.2660999999998239,0.0,0.0,0.0,0.0,0.0
0.39914999999996326,0.0,0.0,0.0,0.0,0.0
0.5322300000000268,33.33337778,0.0,0.0,0.0,0.0
0.6653400000000147,0.0,0.0,0.0,0.0,0.0
0.7984299999998257,0.0,0.0,0.0,0.0,52.63168975
0.9315400000000409,0.0,15.87302595,0.0,0.0,0.0
1.0646500000000287,0.0,0.0,0.0,0.0,0.0
1.197729999999865,33.33337778,15.87302595,0.0,0.0,0.0
1.3309699999999793,0.0,0.0,0.0,0.0,0.0
1.464179999999942,0.0,0.0,0.0,0.0,0.0
1.5974099999998543,66.66684444,0.0,0.0,0.0,0.0
1.730639999999994,0.0,0.0,0.0,0.0,0.0
1.8636999999998807,0.0,0.0,0.0,0.0,0.0
1.997079999999869,766.6901785,6398.462591,30286.64684,2500.250025,8371.223209
2.130279999999857,29735.32557,36991.16091,112251.7654,12756.50582,39113.73134
2.2634499999999207,64331.78491,66860.87781,178008.5202,34923.71859,80309.79199
2.396589999999833,92037.59389,88358.81036,223989.0225,55874.60036,115797.0432
2.529689999999846,101241.6748,89781.59305,210507.7396,65672.0608,143237.0515
2.66283999999996,99024.01608,86168.99955,212287.4604,80634.23908,156340.0332
2.796000000000049,98822.43018,86520.62223,204788.9099,87933.20589,161830.298
2.929110000000037,98553.65401,87751.37927,200850.7807,82647.32293,174365.606
3.0622399999999743,100670.4222,86760.37063,217246.5793,90073.36337,178208.7109
3.1954299999999876,100031.9942,91956.04463,216101.9941,91080.62266,181198.6038
3.328710000000001,103829.4386,89973.44127,217373.7618,89947.46165,185204.0373
3.461749999999938,99427.19761,89509.8131,202502.1044,95488.33311,185791.608
3.5949399999999514,100267.2007,89190.07953,205678.3352,97503.80227,185310.8663
3.727999999999838,101678.5325,88518.66554,206949.0517,90199.26636,185684.7749
3.861099999999851,100872.0378,88726.48031,216101.9941,101535.712,186272.3681
3.99416999999994,104669.7364,85577.65635,211778.9431,86422.72629,186058.6947
4.127289999999903,102653.1161,87959.18133,212287.4604,92591.66324,185364.2811
4.26030999999989,102249.831,88710.49444,211651.817,96747.9634,190600.0348
4.393399999999929,98284.8836,87623.50279,204026.5953,86674.46026,180557.8527
4.527169999999842,98486.46087,85577.65635,209363.7661,94858.56538,179650.1778
4.660339999999906,101745.7427,87911.2267,208982.4646,93725.06311,191775.7073
4.793390000000045,101073.6566,89014.22953,202629.1383,90199.26636,183708.5264
4.926479999999856,100233.5995,86648.48747,199072.6741,92339.8105,178475.6368
5.059510000000046,98553.65401,88358.81036,210507.7396,82521.49572,183761.9345
5.192519999999831,96504.42502,89349.9453,224498.0325,91710.20078,189691.6357
5.325579999999945,100972.8468,90868.77173,209109.5638,88688.5139,189371.04
5.4587199999998575,100636.8199,86920.20544,211016.2056,92465.73624,185738.1913
5.591819999999871,100502.4117,87415.70628,215720.4888,94480.71991,186112.1127
5.72496000000001,100031.9942,90213.25566,226534.2778,91206.53576,197014.1273
5.858129999999846,104905.0298,91092.61433,214703.1977,101535.712,195356.8405
5.991279999999961,106821.1551,93427.2109,234555.1905,100905.6407,193913.5748
6.124379999999974,106384.1183,90469.06273,210889.0872,97629.77984,186966.8317
6.2575899999999365,101510.5085,87671.45631,211778.9431,99645.593,181785.9877
6.390729999999849,98016.11895,86328.82682,217246.5793,94480.71991,186646.3053
6.523919999999862,100099.1956,86280.87842,215084.6723,95110.46868,191027.5394
6.657089999999926,104299.9984,89957.4538,206949.0517,91962.04088,187447.6366
6.790229999999838,101073.6566,87447.67475,216483.5109,101409.6952,192256.6958
6.9232999999999265,102115.4055,89206.06601,218391.2684,95866.20892,188249.019
7.056329999999889,102081.7993,90692.8982,206567.8233,90451.07613,188249.019
7.189419999999927,99561.59432,86840.28778,211143.3253,94732.61562,187180.5205
7.322439999999915,100267.2007,89829.55483,219408.8571,99393.59865,186486.0451
7.455500000000029,107964.2463,90373.13447,208855.3667,94984.51639,184830.1429
7.588579999999865,97814.54924,86584.55469,218391.2684,94480.71991,181839.3876
7.7217299999999796,100536.0136,88406.7667,202248.0405,94354.77395,186699.7258
7.8547799999998915,98184.09618,86648.48747,208219.8963,89821.56119,184883.5557
7.98786999999993,100368.0049,87479.6433,206567.8233,94480.71991,175753.2585
8.120909999999867,101745.7427,87255.86516,211524.6922,89317.97198,181946.188
8.253979999999956,98352.07567,84698.68419,222207.6494,94606.66714,183174.4584
8.387050000000045,100704.0245,89142.12019,216101.9941,92087.96282,182854.0285
8.520209999999906,101577.7178,87815.318,219027.2517,94354.77395,190225.9802
8.65321999999992,105375.63,91044.64772,211270.4463,87933.20589,181252.0012
8.786229999999932,100603.2177,89493.82623,210889.0872,88814.40299,185310.8663
8.91935999999987,97780.9546,88566.62249,215847.6559,89317.97198,191134.4178
9.052449999999908,101980.9814,89781.59305,216865.0393,95614.29045,189210.7451
9.185590000000047,100468.8098,91460.36441,222589.351,96999.90463,189317.6081
9.318659999999909,105073.0993,87863.27226,214194.583,96118.13245,189958.8051
9.451819999999998,94892.15219,87479.6433,217246.5793,93725.06311,180130.7034
9.584879999999885,99561.59432,86440.70712,223225.5461,95866.20892,179917.1342
9.718039999999974,97680.17123,85417.83865,208092.8061,93221.31719,184830.1429
9.851169999999911,97646.57695,87575.54944,205678.3352,91584.28263,183868.7512
9.984379999999874,94892.15219,87399.72208,210634.8542,88940.29334,181785.9877
